country,startIP,endIP,startIpNum,endIpNum
BR,131.221.88.0,131.221.91.255,2212321280,2212322303
BR,131.221.92.0,131.221.95.255,2212322304,2212323327
BR,131.221.96.0,131.221.99.255,2212323328,2212324351
BR,131.221.100.0,131.221.103.255,2212324352,2212325375
BR,131.221.104.0,131.221.107.255,2212325376,2212326399
BR,131.221.108.0,131.221.111.255,2212326400,2212327423
VE,131.221.112.0,131.221.115.255,2212327424,2212328447
BR,131.221.116.0,131.221.119.255,2212328448,2212329471
BR,131.221.120.0,131.221.123.255,2212329472,2212330495
BR,131.221.124.0,131.221.127.255,2212330496,2212331519
BR,131.221.128.0,131.221.131.255,2212331520,2212332543
BR,131.221.132.0,131.221.135.255,2212332544,2212333567
BR,131.221.136.0,131.221.139.255,2212333568,2212334591
BR,131.221.140.0,131.221.143.255,2212334592,2212335615
CW,131.221.144.0,131.221.147.255,2212335616,2212336639
BR,131.221.148.0,131.221.151.255,2212336640,2212337663
PE,131.221.152.0,131.221.155.255,2212337664,2212338687
BR,131.221.156.0,131.221.159.255,2212338688,2212339711
BR,131.221.160.0,131.221.163.255,2212339712,2212340735
CL,131.221.164.0,131.221.167.255,2212340736,2212341759
BR,131.221.168.0,131.221.171.255,2212341760,2212342783
BR,131.221.172.0,131.221.175.255,2212342784,2212343807
BR,131.221.176.0,131.221.179.255,2212343808,2212344831
BR,131.221.180.0,131.221.183.255,2212344832,2212345855
BR,131.221.184.0,131.221.187.255,2212345856,2212346879
BR,131.221.188.0,131.221.191.255,2212346880,2212347903
BR,131.221.192.0,131.221.195.255,2212347904,2212348927
BR,131.221.196.0,131.221.199.255,2212348928,2212349951
BR,131.221.200.0,131.221.203.255,2212349952,2212350975
BR,131.221.204.0,131.221.207.255,2212350976,2212351999
BR,131.221.208.0,131.221.211.255,2212352000,2212353023
BR,131.221.212.0,131.221.215.255,2212353024,2212354047
BR,131.221.216.0,131.221.219.255,2212354048,2212355071
BR,131.221.220.0,131.221.223.255,2212355072,2212356095
BR,131.221.224.0,131.221.227.255,2212356096,2212357119
BR,131.221.228.0,131.221.231.255,2212357120,2212358143
BR,131.221.232.0,131.221.235.255,2212358144,2212359167
BR,131.221.236.0,131.221.239.255,2212359168,2212360191
BR,131.221.240.0,131.221.243.255,2212360192,2212361215
BR,131.221.244.0,131.221.247.255,2212361216,2212362239
BR,131.221.248.0,131.221.251.255,2212362240,2212363263
BR,131.221.252.0,131.221.255.255,2212363264,2212364287
BR,131.255.0.0,131.255.3.255,2214526976,2214527999
AR,131.255.4.0,131.255.7.255,2214528000,2214529023
BR,131.255.8.0,131.255.11.255,2214529024,2214530047
AR,131.255.12.0,131.255.15.255,2214530048,2214531071
BR,131.255.16.0,131.255.19.255,2214531072,2214532095
BR,131.255.20.0,131.255.23.255,2214532096,2214533119
BR,131.255.24.0,131.255.27.255,2214533120,2214534143
BR,131.255.28.0,131.255.31.255,2214534144,2214535167
BR,131.255.32.0,131.255.35.255,2214535168,2214536191
BR,131.255.36.0,131.255.39.255,2214536192,2214537215
BZ,131.255.40.0,131.255.43.255,2214537216,2214538239
BR,131.255.44.0,131.255.47.255,2214538240,2214539263
BR,131.255.48.0,131.255.51.255,2214539264,2214540287
BR,131.255.52.0,131.255.55.255,2214540288,2214541311
BR,131.255.56.0,131.255.59.255,2214541312,2214542335
AR,131.255.60.0,131.255.63.255,2214542336,2214543359
BR,131.255.64.0,131.255.67.255,2214543360,2214544383
BR,131.255.68.0,131.255.71.255,2214544384,2214545407
BR,131.255.72.0,131.255.75.255,2214545408,2214546431
BR,131.255.76.0,131.255.79.255,2214546432,2214547455
BR,131.255.80.0,131.255.83.255,2214547456,2214548479
BR,131.255.84.0,131.255.87.255,2214548480,2214549503
BR,131.255.88.0,131.255.91.255,2214549504,2214550527
BR,131.255.92.0,131.255.95.255,2214550528,2214551551
BR,131.255.96.0,131.255.99.255,2214551552,2214552575
BR,131.255.100.0,131.255.103.255,2214552576,2214553599
VE,131.255.104.0,131.255.107.255,2214553600,2214554623
BR,131.255.108.0,131.255.111.255,2214554624,2214555647
BR,131.255.112.0,131.255.115.255,2214555648,2214556671
BR,131.255.116.0,131.255.119.255,2214556672,2214557695
BR,131.255.120.0,131.255.123.255,2214557696,2214558719
BR,131.255.124.0,131.255.127.255,2214558720,2214559743
BR,131.255.128.0,131.255.131.255,2214559744,2214560767
BR,131.255.132.0,131.255.135.255,2214560768,2214561791
PE,131.255.136.0,131.255.139.255,2214561792,2214562815
BR,131.255.140.0,131.255.143.255,2214562816,2214563839
BR,131.255.144.0,131.255.147.255,2214563840,2214564863
BR,131.255.148.0,131.255.151.255,2214564864,2214565887
BR,131.255.152.0,131.255.155.255,2214565888,2214566911
BR,131.255.156.0,131.255.159.255,2214566912,2214567935
BR,131.255.160.0,131.255.163.255,2214567936,2214568959
BR,131.255.164.0,131.255.167.255,2214568960,2214569983
BR,131.255.168.0,131.255.171.255,2214569984,2214571007
BR,131.255.172.0,131.255.175.255,2214571008,2214572031
BR,131.255.176.0,131.255.179.255,2214572032,2214573055
AR,131.255.180.0,131.255.183.255,2214573056,2214574079
BR,131.255.184.0,131.255.187.255,2214574080,2214575103
BR,131.255.188.0,131.255.191.255,2214575104,2214576127
PE,131.255.192.0,131.255.195.255,2214576128,2214577151
BR,131.255.196.0,131.255.199.255,2214577152,2214578175
BR,131.255.200.0,131.255.203.255,2214578176,2214579199
BR,131.255.204.0,131.255.207.255,2214579200,2214580223
BR,131.255.208.0,131.255.211.255,2214580224,2214581247
BR,131.255.212.0,131.255.215.255,2214581248,2214582271
BR,131.255.216.0,131.255.219.255,2214582272,2214583295
BR,131.255.220.0,131.255.223.255,2214583296,2214584319
BR,131.255.224.0,131.255.227.255,2214584320,2214585343
BR,131.255.228.0,131.255.231.255,2214585344,2214586367
BR,131.255.232.0,131.255.235.255,2214586368,2214587391
BR,131.255.236.0,131.255.239.255,2214587392,2214588415
BR,131.255.240.0,131.255.243.255,2214588416,2214589439
BR,131.255.244.0,131.255.247.255,2214589440,2214590463
AR,131.255.248.0,131.255.251.255,2214590464,2214591487
BR,131.255.252.0,131.255.255.255,2214591488,2214592511
PE,132.157.0.0,132.157.255.255,2224881664,2224947199
PE,132.184.0.0,132.184.255.255,2226651136,2226716671
PE,132.191.0.0,132.191.255.255,2227109888,2227175423
MX,132.247.0.0,132.247.255.255,2230779904,2230845439
MX,132.248.0.0,132.248.255.255,2230845440,2230910975
PE,132.251.0.0,132.251.127.255,2231042048,2231074815
PE,132.251.128.0,132.251.191.255,2231074816,2231091199
PE,132.251.192.0,132.251.223.255,2231091200,2231099391
BO,132.251.224.0,132.251.255.255,2231099392,2231107583
MX,132.254.0.0,132.254.255.255,2231238656,2231304191
PE,132.255.0.0,132.255.3.255,2231304192,2231305215
AR,132.255.4.0,132.255.7.255,2231305216,2231306239
AR,132.255.8.0,132.255.11.255,2231306240,2231307263
BR,132.255.12.0,132.255.15.255,2231307264,2231308287
BR,132.255.16.0,132.255.19.255,2231308288,2231309311
CO,132.255.20.0,132.255.23.255,2231309312,2231310335
BR,132.255.24.0,132.255.27.255,2231310336,2231311359
BR,132.255.28.0,132.255.31.255,2231311360,2231312383
BR,132.255.32.0,132.255.35.255,2231312384,2231313407
BR,132.255.36.0,132.255.39.255,2231313408,2231314431
BR,132.255.40.0,132.255.43.255,2231314432,2231315455
BR,132.255.44.0,132.255.47.255,2231315456,2231316479
BR,132.255.48.0,132.255.51.255,2231316480,2231317503
BR,132.255.52.0,132.255.55.255,2231317504,2231318527
BR,132.255.56.0,132.255.59.255,2231318528,2231319551
BR,132.255.60.0,132.255.63.255,2231319552,2231320575
BR,132.255.64.0,132.255.67.255,2231320576,2231321599
CL,132.255.68.0,132.255.71.255,2231321600,2231322623
BR,132.255.72.0,132.255.75.255,2231322624,2231323647
BR,132.255.76.0,132.255.79.255,2231323648,2231324671
BR,132.255.80.0,132.255.83.255,2231324672,2231325695
BR,132.255.84.0,132.255.87.255,2231325696,2231326719
BR,132.255.88.0,132.255.91.255,2231326720,2231327743
BR,132.255.92.0,132.255.95.255,2231327744,2231328767
BR,132.255.96.0,132.255.99.255,2231328768,2231329791
BR,132.255.100.0,132.255.103.255,2231329792,2231330815
BR,132.255.104.0,132.255.107.255,2231330816,2231331839
BR,132.255.108.0,132.255.111.255,2231331840,2231332863
AR,132.255.112.0,132.255.115.255,2231332864,2231333887
BR,132.255.116.0,132.255.119.255,2231333888,2231334911
BR,132.255.120.0,132.255.123.255,2231334912,2231335935
MX,132.255.124.0,132.255.127.255,2231335936,2231336959
BR,132.255.128.0,132.255.131.255,2231336960,2231337983
HN,132.255.132.0,132.255.135.255,2231337984,2231339007
BR,132.255.136.0,132.255.139.255,2231339008,2231340031
BR,132.255.140.0,132.255.143.255,2231340032,2231341055
BR,132.255.144.0,132.255.147.255,2231341056,2231342079
BR,132.255.148.0,132.255.151.255,2231342080,2231343103
BR,132.255.152.0,132.255.155.255,2231343104,2231344127
BR,132.255.156.0,132.255.159.255,2231344128,2231345151
BR,132.255.160.0,132.255.163.255,2231345152,2231346175
PY,132.255.164.0,132.255.167.255,2231346176,2231347199
BR,132.255.168.0,132.255.171.255,2231347200,2231348223
BR,132.255.172.0,132.255.175.255,2231348224,2231349247
BR,132.255.176.0,132.255.179.255,2231349248,2231350271
BR,132.255.180.0,132.255.183.255,2231350272,2231351295
BR,132.255.184.0,132.255.187.255,2231351296,2231352319
BR,132.255.188.0,132.255.191.255,2231352320,2231353343
BR,132.255.192.0,132.255.195.255,2231353344,2231354367
BR,132.255.196.0,132.255.199.255,2231354368,2231355391
AR,132.255.200.0,132.255.203.255,2231355392,2231356415
BR,132.255.204.0,132.255.207.255,2231356416,2231357439
SV,132.255.208.0,132.255.211.255,2231357440,2231358463
BR,132.255.212.0,132.255.215.255,2231358464,2231359487
BR,132.255.216.0,132.255.219.255,2231359488,2231360511
BR,132.255.220.0,132.255.223.255,2231360512,2231361535
AR,132.255.224.0,132.255.227.255,2231361536,2231362559
BR,132.255.228.0,132.255.231.255,2231362560,2231363583
BR,132.255.232.0,132.255.235.255,2231363584,2231364607
CL,132.255.236.0,132.255.239.255,2231364608,2231365631
BR,132.255.240.0,132.255.243.255,2231365632,2231366655
BR,132.255.244.0,132.255.247.255,2231366656,2231367679
BR,132.255.248.0,132.255.251.255,2231367680,2231368703
BR,132.255.252.0,132.255.255.255,2231368704,2231369727
BR,138.0.0.0,138.0.3.255,2315255808,2315256831
BR,138.0.4.0,138.0.7.255,2315256832,2315257855
AR,138.0.8.0,138.0.11.255,2315257856,2315258879
CL,138.0.12.0,138.0.15.255,2315258880,2315259903
BR,138.0.16.0,138.0.19.255,2315259904,2315260927
BR,138.0.20.0,138.0.23.255,2315260928,2315261951
BR,138.0.24.0,138.0.27.255,2315261952,2315262975
BR,138.0.28.0,138.0.31.255,2315262976,2315263999
BR,138.0.32.0,138.0.35.255,2315264000,2315265023
BR,138.0.36.0,138.0.39.255,2315265024,2315266047
CO,138.0.40.0,138.0.43.255,2315266048,2315267071
BR,138.0.44.0,138.0.47.255,2315267072,2315268095
BR,138.0.48.0,138.0.51.255,2315268096,2315269119
BR,138.0.52.0,138.0.55.255,2315269120,2315270143
AR,138.0.56.0,138.0.59.255,2315270144,2315271167
BR,138.0.60.0,138.0.63.255,2315271168,2315272191
BR,138.0.64.0,138.0.67.255,2315272192,2315273215
BR,138.0.68.0,138.0.71.255,2315273216,2315274239
BR,138.0.72.0,138.0.75.255,2315274240,2315275263
BR,138.0.76.0,138.0.79.255,2315275264,2315276287
BR,138.0.80.0,138.0.83.255,2315276288,2315277311
BR,138.0.84.0,138.0.87.255,2315277312,2315278335
CO,138.0.88.0,138.0.91.255,2315278336,2315279359
BR,138.0.92.0,138.0.95.255,2315279360,2315280383
BR,138.0.96.0,138.0.99.255,2315280384,2315281407
BR,138.0.100.0,138.0.103.255,2315281408,2315282431
AR,138.0.104.0,138.0.107.255,2315282432,2315283455
BR,138.0.108.0,138.0.111.255,2315283456,2315284479
BR,138.0.112.0,138.0.115.255,2315284480,2315285503
PA,138.0.116.0,138.0.119.255,2315285504,2315286527
CL,138.0.120.0,138.0.123.255,2315286528,2315287551
BR,138.0.124.0,138.0.127.255,2315287552,2315288575
BR,138.0.128.0,138.0.131.255,2315288576,2315289599
BR,138.0.132.0,138.0.135.255,2315289600,2315290623
BR,138.0.136.0,138.0.139.255,2315290624,2315291647
BR,138.0.140.0,138.0.143.255,2315291648,2315292671
BR,138.0.144.0,138.0.147.255,2315292672,2315293695
BR,138.0.148.0,138.0.151.255,2315293696,2315294719
AR,138.0.152.0,138.0.155.255,2315294720,2315295743
AR,138.0.156.0,138.0.159.255,2315295744,2315296767
BR,138.0.160.0,138.0.163.255,2315296768,2315297791
BR,138.0.164.0,138.0.167.255,2315297792,2315298815
BR,138.0.168.0,138.0.171.255,2315298816,2315299839
BR,138.0.172.0,138.0.175.255,2315299840,2315300863
BR,138.0.176.0,138.0.179.255,2315300864,2315301887
BR,138.0.180.0,138.0.183.255,2315301888,2315302911
AR,138.0.184.0,138.0.187.255,2315302912,2315303935
BR,138.0.188.0,138.0.191.255,2315303936,2315304959
BR,138.0.192.0,138.0.195.255,2315304960,2315305983
BR,138.0.196.0,138.0.199.255,2315305984,2315307007
BR,138.0.200.0,138.0.203.255,2315307008,2315308031
BR,138.0.204.0,138.0.207.255,2315308032,2315309055
BR,138.0.208.0,138.0.211.255,2315309056,2315310079
BR,138.0.212.0,138.0.215.255,2315310080,2315311103
BR,138.0.216.0,138.0.219.255,2315311104,2315312127
BR,138.0.220.0,138.0.223.255,2315312128,2315313151
BR,138.0.224.0,138.0.227.255,2315313152,2315314175
HN,138.0.228.0,138.0.231.255,2315314176,2315315199
BR,138.0.232.0,138.0.235.255,2315315200,2315316223
BR,138.0.236.0,138.0.239.255,2315316224,2315317247
HN,138.0.240.0,138.0.243.255,2315317248,2315318271
BR,138.0.244.0,138.0.247.255,2315318272,2315319295
BR,138.0.248.0,138.0.251.255,2315319296,2315320319
BR,138.0.252.0,138.0.255.255,2315320320,2315321343
BR,138.36.0.0,138.36.3.255,2317615104,2317616127
BR,138.36.4.0,138.36.7.255,2317616128,2317617151
BR,138.36.8.0,138.36.11.255,2317617152,2317618175
BR,138.36.12.0,138.36.15.255,2317618176,2317619199
AR,138.36.16.0,138.36.19.255,2317619200,2317620223
BR,138.36.20.0,138.36.23.255,2317620224,2317621247
DO,138.36.24.0,138.36.27.255,2317621248,2317622271
BR,138.36.28.0,138.36.31.255,2317622272,2317623295
BR,138.36.32.0,138.36.35.255,2317623296,2317624319
BR,138.36.36.0,138.36.39.255,2317624320,2317625343
BR,138.36.40.0,138.36.43.255,2317625344,2317626367
BR,138.36.44.0,138.36.47.255,2317626368,2317627391
BR,138.36.48.0,138.36.51.255,2317627392,2317628415
AR,138.36.52.0,138.36.55.255,2317628416,2317629439
BR,138.36.56.0,138.36.59.255,2317629440,2317630463
BR,138.36.60.0,138.36.63.255,2317630464,2317631487
CO,138.36.64.0,138.36.67.255,2317631488,2317632511
BR,138.36.68.0,138.36.71.255,2317632512,2317633535
BR,138.36.72.0,138.36.75.255,2317633536,2317634559
BO,138.36.76.0,138.36.79.255,2317634560,2317635583
BR,138.36.80.0,138.36.83.255,2317635584,2317636607
BR,138.36.84.0,138.36.87.255,2317636608,2317637631
BR,138.36.88.0,138.36.91.255,2317637632,2317638655
HN,138.36.92.0,138.36.95.255,2317638656,2317639679
AR,138.36.96.0,138.36.99.255,2317639680,2317640703
BR,138.36.100.0,138.36.103.255,2317640704,2317641727
BR,138.36.104.0,138.36.107.255,2317641728,2317642751
BR,138.36.108.0,138.36.111.255,2317642752,2317643775
BR,138.36.112.0,138.36.115.255,2317643776,2317644799
BR,138.36.116.0,138.36.119.255,2317644800,2317645823
BR,138.36.120.0,138.36.123.255,2317645824,2317646847
BR,138.36.124.0,138.36.127.255,2317646848,2317647871
BR,138.36.128.0,138.36.131.255,2317647872,2317648895
BR,138.36.132.0,138.36.135.255,2317648896,2317649919
HN,138.36.136.0,138.36.139.255,2317649920,2317650943
BR,138.36.140.0,138.36.143.255,2317650944,2317651967
PE,138.36.144.0,138.36.147.255,2317651968,2317652991
AR,138.36.148.0,138.36.151.255,2317652992,2317654015
MX,138.36.152.0,138.36.155.255,2317654016,2317655039
BR,138.36.156.0,138.36.159.255,2317655040,2317656063
BR,138.36.160.0,138.36.163.255,2317656064,2317657087
BR,138.36.164.0,138.36.167.255,2317657088,2317658111
BR,138.36.168.0,138.36.171.255,2317658112,2317659135
BR,138.36.172.0,138.36.175.255,2317659136,2317660159
BR,138.36.176.0,138.36.179.255,2317660160,2317661183
BR,138.36.180.0,138.36.183.255,2317661184,2317662207
BR,138.36.184.0,138.36.187.255,2317662208,2317663231
BR,138.36.188.0,138.36.191.255,2317663232,2317664255
BR,138.36.192.0,138.36.195.255,2317664256,2317665279
BR,138.36.196.0,138.36.199.255,2317665280,2317666303
BR,138.36.200.0,138.36.203.255,2317666304,2317667327
BR,138.36.204.0,138.36.207.255,2317667328,2317668351
BR,138.36.208.0,138.36.211.255,2317668352,2317669375
BR,138.36.212.0,138.36.215.255,2317669376,2317670399
BR,138.36.216.0,138.36.219.255,2317670400,2317671423
AR,138.36.220.0,138.36.223.255,2317671424,2317672447
BR,138.36.224.0,138.36.227.255,2317672448,2317673471
BR,138.36.228.0,138.36.231.255,2317673472,2317674495
BR,138.36.232.0,138.36.235.255,2317674496,2317675519
AR,138.36.236.0,138.36.239.255,2317675520,2317676543
BR,138.36.240.0,138.36.243.255,2317676544,2317677567
BR,138.36.244.0,138.36.247.255,2317677568,2317678591
BR,138.36.248.0,138.36.251.255,2317678592,2317679615
CL,138.36.252.0,138.36.255.255,2317679616,2317680639
AR,138.59.0.0,138.59.3.255,2319122432,2319123455
HN,138.59.4.0,138.59.7.255,2319123456,2319124479
VE,138.59.8.0,138.59.11.255,2319124480,2319125503
UY,138.59.12.0,138.59.15.255,2319125504,2319126527
CR,138.59.16.0,138.59.19.255,2319126528,2319127551
BR,138.59.20.0,138.59.23.255,2319127552,2319128575
TT,138.59.24.0,138.59.27.255,2319128576,2319129599
BR,138.59.28.0,138.59.31.255,2319129600,2319130623
BR,138.59.32.0,138.59.35.255,2319130624,2319131647
BR,138.59.36.0,138.59.39.255,2319131648,2319132671
BR,138.59.40.0,138.59.43.255,2319132672,2319133695
BR,138.59.44.0,138.59.47.255,2319133696,2319134719
BR,138.59.48.0,138.59.51.255,2319134720,2319135743
BR,138.59.52.0,138.59.55.255,2319135744,2319136767
BR,138.59.56.0,138.59.59.255,2319136768,2319137791
BR,138.59.60.0,138.59.63.255,2319137792,2319138815
PE,138.59.64.0,138.59.67.255,2319138816,2319139839
BR,138.59.68.0,138.59.71.255,2319139840,2319140863
BR,138.59.72.0,138.59.75.255,2319140864,2319141887
BR,138.59.76.0,138.59.79.255,2319141888,2319142911
BR,138.59.80.0,138.59.83.255,2319142912,2319143935
BR,138.59.84.0,138.59.87.255,2319143936,2319144959
BR,138.59.88.0,138.59.91.255,2319144960,2319145983
BR,138.59.92.0,138.59.95.255,2319145984,2319147007
BR,138.59.96.0,138.59.99.255,2319147008,2319148031
BR,138.59.100.0,138.59.103.255,2319148032,2319149055
BR,138.59.104.0,138.59.107.255,2319149056,2319150079
EC,138.59.108.0,138.59.111.255,2319150080,2319151103
BR,138.59.112.0,138.59.115.255,2319151104,2319152127
VE,138.59.116.0,138.59.119.255,2319152128,2319153151
BR,138.59.120.0,138.59.123.255,2319153152,2319154175
BR,138.59.124.0,138.59.127.255,2319154176,2319155199
BR,138.59.128.0,138.59.131.255,2319155200,2319156223
CR,138.59.132.0,138.59.135.255,2319156224,2319157247
BR,138.59.136.0,138.59.139.255,2319157248,2319158271
AR,138.59.140.0,138.59.143.255,2319158272,2319159295
BR,138.59.144.0,138.59.147.255,2319159296,2319160319
PA,138.59.148.0,138.59.151.255,2319160320,2319161343
BR,138.59.152.0,138.59.155.255,2319161344,2319162367
BR,138.59.156.0,138.59.159.255,2319162368,2319163391
BR,138.59.160.0,138.59.163.255,2319163392,2319164415
PY,138.59.164.0,138.59.167.255,2319164416,2319165439
AR,138.59.168.0,138.59.171.255,2319165440,2319166463
AR,138.59.172.0,138.59.175.255,2319166464,2319167487
HN,138.59.176.0,138.59.179.255,2319167488,2319168511
BR,138.59.184.0,138.59.187.255,2319169536,2319170559
BR,138.59.188.0,138.59.191.255,2319170560,2319171583
BR,138.59.192.0,138.59.195.255,2319171584,2319172607
BR,138.59.196.0,138.59.199.255,2319172608,2319173631
BR,138.59.200.0,138.59.203.255,2319173632,2319174655
HN,138.59.204.0,138.59.207.255,2319174656,2319175679
BR,138.59.208.0,138.59.211.255,2319175680,2319176703
BR,138.59.212.0,138.59.215.255,2319176704,2319177727
BR,138.59.216.0,138.59.219.255,2319177728,2319178751
BR,138.59.220.0,138.59.223.255,2319178752,2319179775
BR,138.59.224.0,138.59.227.255,2319179776,2319180799
BR,138.59.228.0,138.59.231.255,2319180800,2319181823
BR,138.59.232.0,138.59.235.255,2319181824,2319182847
BR,138.59.236.0,138.59.239.255,2319182848,2319183871
BR,138.59.240.0,138.59.243.255,2319183872,2319184895
AR,138.59.244.0,138.59.247.255,2319184896,2319185919
BR,138.59.248.0,138.59.251.255,2319185920,2319186943
BR,138.59.252.0,138.59.255.255,2319186944,2319187967
CO,138.94.0.0,138.94.3.255,2321416192,2321417215
BR,138.94.4.0,138.94.7.255,2321417216,2321418239
BR,138.94.8.0,138.94.11.255,2321418240,2321419263
AR,138.94.12.0,138.94.15.255,2321419264,2321420287
BR,138.94.16.0,138.94.19.255,2321420288,2321421311
BR,138.94.20.0,138.94.23.255,2321421312,2321422335
BR,138.94.24.0,138.94.27.255,2321422336,2321423359
BR,138.94.28.0,138.94.31.255,2321423360,2321424383
BR,138.94.32.0,138.94.35.255,2321424384,2321425407
BR,138.94.36.0,138.94.39.255,2321425408,2321426431
